"C","824-A1","2","0200","REF","01","","","","","2","0200","5"
"E","824-A1","2","0200","REF","01","","","128","06","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","0B","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","0F","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","0M","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","11","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","14","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","17","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","18","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1A","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1B","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1C","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1D","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1E","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1F","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1G","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1H","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1J","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1K","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1L","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1S","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","1W","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","23","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","28","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","2F","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","2I","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","2U","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","33","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","38","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","3H","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","3J","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","49","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","4A","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","4N","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","5G","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","5H","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","60","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","6N","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","6P","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","6R","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","72","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","7I","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","7K","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","87","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","89","2","0200","2"
